code_id,comment,sentiment_category,class7_label_vt,annotation_1,annotation_2
3347,"Living with dialysis has shown me that the burden of treatment affects my sense of stability, as part of my ongoing health journey. (813)",deep sadness,moderate sadness,deep sadness,deep sadness
13399,"Living with dialysis has shown me that dialysis gives me reassurance despite the difficulties, despite the challenges involved. (814)",moderate joy,mild joy,high joy,moderate joy
16995,"Being treated with dialysis has made me realize that the constant medical routine can be emotionally overwhelming, as I try to adapt day by day. (815)",deep sadness,deep sadness,moderate sadness,deep sadness
1802,"Living with dialysis has shown me that the treatment allows me to maintain balance in my life, even when the process feels demanding. (816)",moderate joy,mild joy,mild joy,mild joy
7601,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (817)",moderate sadness,mild sadness,deep sadness,moderate sadness
9494,"My experience as a dialysis patient tells me that the constant medical routine can be emotionally overwhelming, while adjusting to this long-term condition. (818)",mild joy,neutral,mild sadness,moderate sadness
22450,"My experience as a dialysis patient tells me that the physical fatigue often turns into emotional exhaustion, as part of my ongoing health journey. (819)",mild sadness,neutral,mild sadness,neutral
9691,"Living with dialysis has shown me that my daily life is organized around treatment sessions, as I try to adapt day by day. (820)",neutral,moderate joy,neutral,neutral
5348,"My experience as a dialysis patient tells me that the illness weighs heavily on both my body and my mind, as part of my ongoing health journey. (821)",mild sadness,neutral,mild sadness,moderate sadness
14620,"Living with dialysis has shown me that the burden of treatment affects my sense of stability, even when the process feels demanding. (822)",moderate sadness,mild sadness,moderate sadness,mild sadness
12848,"Living with dialysis has shown me that the care I receive brings me a sense of relief, while adjusting to this long-term condition. (823)",mild joy,moderate joy,mild joy,mild joy
9242,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (824)",high joy,high joy,high joy,high joy
23128,"Living with dialysis has shown me that the illness weighs heavily on both my body and my mind, as part of my ongoing health journey. (825)",mild sadness,neutral,deep sadness,deep sadness
13167,"My experience as a dialysis patient tells me that the repeated treatments slowly drain my energy and morale, despite the challenges involved. (826)",mild sadness,neutral,neutral,mild sadness
10990,"We all have our separate challenges, but it's great that there is a community to share,  confide and comfort",high joy,high joy,high joy,high joy
12255,What kind of machine do you use? And where do you get extensions?,neutral,moderate joy,neutral,neutral
9610,"Since I started dialysis, I have learned that the physical fatigue often turns into emotional exhaustion, even when the process feels demanding. (827)",moderate sadness,mild sadness,mild sadness,mild sadness
18876,Mine hurt so bad when they took it out. 😭 had someone who never took one out before.,deep sadness,moderate sadness,moderate sadness,moderate sadness
9389,"My experience as a dialysis patient tells me that my daily life is organized around treatment sessions, despite the challenges involved. (828)",moderate sadness,mild sadness,neutral,neutral
14580,Lidocaine covered in cling wrap for an hour or two pretty much eliminates the pain.,mild sadness,neutral,neutral,neutral
10310,"Since I started dialysis, I have learned that the illness weighs heavily on both my body and my mind, while adjusting to this long-term condition. (829)",deep sadness,deep sadness,deep sadness,deep sadness
7079,Honestly I would go to another company that can accommodate your chair time needed.,neutral,moderate joy,neutral,neutral
10674,"If you are on dialysis, you qualify for Medicare based on ESRD.",mild joy,neutral,neutral,neutral
11505,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, even when the process feels demanding. (830)",high joy,high joyy,high joyy,high joy
12629,"Being treated with dialysis has made me realize that dialysis helps me continue living with some stability, as part of my ongoing health journey. (831)",moderate joy,mild joy,mild joy,mild joy
23340,Sir prize kitna hai,moderate joy,mild joy,mild joy,mild joy
6697,"Living with dialysis has shown me that the burden of treatment affects my sense of stability, as I try to adapt day by day. (832)",moderate sadness,mild sadness,mild sadness,mild sadness
8266,Call the dietician. Take notes.,mild joy,neutral,neutral,neutral
2460,"As someone undergoing dialysis, I feel that the burden of treatment affects my sense of stability, as part of my ongoing health journey. (833)",moderate sadness,mild sadness,mild sadness,mild sadness
14380,"Living with dialysis has shown me that medical support helps me stay hopeful, despite the challenges involved. (834)",mild joy,mild joy,mild joy,mild joy
10385,"Since I started dialysis, I have learned that the treatment allows me to maintain balance in my life, as part of my ongoing health journey. (835)",moderate joy,mild joy,mild joy,mild joy
20500,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, despite the challenges involved. (836)",moderate joy,mild joy,mild joy,mild joy
13056,"My experience as a dialysis patient tells me that my daily life is organized around treatment sessions, despite the challenges involved. (837)",neutral,moderate joy,neutral,neutral
4035,"Being treated with dialysis has made me realize that the treatment allows me to maintain balance in my life, despite the challenges involved. (838)",high joy,high joy,high joy,high joy
11663,"Since I started dialysis, I have learned that the care I receive brings me a sense of relief, as part of my ongoing health journey. (839)",high joy,high joy,high joy,high joy
13420,"Living with dialysis has shown me that the physical fatigue often turns into emotional exhaustion, as I try to adapt day by day. (840)",moderate sadness,mild sadness,mild sadness,mild sadness
18756,My clinic would kick someone out for doing that nasty shit,deep sadness,moderate sadness,moderate sadness,moderate sadness
20497,"As someone undergoing dialysis, I feel that the illness weighs heavily on both my body and my mind, even when the process feels demanding. (841)",moderate sadness,mild sadness,mild sadness,mild sadness
1124,"As someone undergoing dialysis, I feel that dialysis helps me continue living with some stability, while adjusting to this long-term condition. (842)",high joy,high joy,high joy,high joy
15593,i think he meant to say creatinine numbers inplace of gfr,mild sadness,neutral,neutral,neutral
15967,Im in Vancouver Canada. Sorry to hear about those wait times. Its hard to imagine. hold on.,moderate sadness,mild sadness,mild sadness,mild sadness
